,PlusCode,Visitors,Total_TravelTime,Store_Name,Store_LAT,Store_LON,GEOID,CBG_LAT,CBG_LON
3278,"VVX2+XW Knoxville, Tennessee",9,18.77857644,Walmart Supercenter,35.899963,-84.147615,470930060032,36.0001141,-84.1038460
3279,"VRVH+9W Knoxville, Tennessee",4,19.33107416,Publix Super Market at Turkey Creek,35.8934,-84.17021,470930060032,36.0001141,-84.1038460
3280,"VW7C+36 Knoxville, Tennessee",4,19.79682932,Target Grocery,35.862827,-84.079378,470930060032,36.0001141,-84.1038460
3281,"VW7C+36 Knoxville, Tennessee",4,19.79682932,Target Grocery,35.862827,-84.079378,470930060032,36.0001141,-84.1038460
3282,"WXC2+HQ Knoxville, Tennessee",13,20.05796541,Target Grocery,35.921766,-84.047911,470930060032,36.0001141,-84.1038460
3283,"VRXX+X7 Knoxville, Tennessee",22,22.04638658,Target Grocery,35.900407,-84.15168,470930060032,36.0001141,-84.1038460
3284,"VRXX+X7 Knoxville, Tennessee",22,22.04638658,Target Grocery,35.900407,-84.15168,470930060032,36.0001141,-84.1038460
3285,"VF72+93 Sevierville, Tennessee",4,53.65269582,Food City,35.863179,-83.549947,470930060032,36.0001141,-84.1038460
3286,"3WJW+J8 Heiskell, Tennessee",19,0.244964397,Heiskell Market & Deli,36.081523,-84.054191,470930061021,36.0808488,-84.0513939
3287,"2X93+55 Powell, Tennessee",10,9.836384045,Food City,36.017901,-84.047098,470930061021,36.0808488,-84.0513939
3288,"2X5G+FG Knoxville, Tennessee",4,12.22634649,Kroger,36.008756,-84.023602,470930061021,36.0808488,-84.0513939
3289,"2X3G+JQ Knoxville, Tennessee",6,12.37995129,ALDI,36.004068,-84.023253,470930061021,36.0808488,-84.0513939
3290,"33M8+P9 Knoxville, Tennessee",4,14.19959171,ALDI,36.084456,-83.934116,470930061021,36.0808488,-84.0513939
3291,"223F+WV Knoxville, Tennessee",4,14.81687989,Food City,36.004704,-83.975308,470930061021,36.0808488,-84.0513939
3292,"X3VH+69 Knoxville, Tennessee",4,18.86544862,Kroger,35.992802,-83.921691,470930061021,36.0808488,-84.0513939
3293,"2P5W+GQ Oak Ridge, Tennessee",4,21.02743078,Walmart Supercenter,36.008913,-84.253074,470930061021,36.0808488,-84.0513939
3294,"X4XF+C6 Knoxville, Tennessee",4,22.48553373,Save A Lot,35.998607,-83.877009,470930061021,36.0808488,-84.0513939
3295,"WVXP+9V Knoxville, Tennessee",5,22.86548714,Food City,35.948593,-84.112416,470930061021,36.0808488,-84.0513939
3296,"WWGP+FW Knoxville, Tennessee",7,22.98755046,Walmart Supercenter,35.926442,-84.062571,470930061021,36.0808488,-84.0513939
3297,"WXC2+HQ Knoxville, Tennessee",4,23.57022003,Target Grocery,35.921766,-84.047911,470930061021,36.0808488,-84.0513939
3298,"WW76+C9 Knoxville, Tennessee",4,25.98017612,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061021,36.0808488,-84.0513939
3299,"WW76+C9 Knoxville, Tennessee",4,25.98017612,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061021,36.0808488,-84.0513939
3300,"V3Q7+MM Knoxville, Tennessee",4,26.38564801,Dollar General,35.889214,-83.935744,470930061021,36.0808488,-84.0513939
3301,"WW55+XV Knoxville, Tennessee",4,27.54357291,ALDI,35.90991,-84.090268,470930061021,36.0808488,-84.0513939
3302,"VVX2+XW Knoxville, Tennessee",5,30.50766966,Walmart Supercenter,35.899963,-84.147615,470930061021,36.0808488,-84.0513939
3303,"VVX2+XW Knoxville, Tennessee",5,30.50766966,Walmart Supercenter,35.899963,-84.147615,470930061021,36.0808488,-84.0513939
3304,"VRXX+X7 Knoxville, Tennessee",4,33.7754798,Target Grocery,35.900407,-84.15168,470930061021,36.0808488,-84.0513939
3305,"VRXX+X7 Knoxville, Tennessee",4,33.7754798,Target Grocery,35.900407,-84.15168,470930061021,36.0808488,-84.0513939
3306,"Q2JX+88 Maryville, Tennessee",4,36.18256494,Food City,35.780773,-83.951619,470930061021,36.0808488,-84.0513939
3307,"RP9J+MC Lenoir City, Tennessee",5,39.01084852,Food City,35.818956,-84.268865,470930061021,36.0808488,-84.0513939
3308,"2X93+55 Powell, Tennessee",15,10.51087343,Food City,36.017901,-84.047098,470930061022,36.0675209,-84.0243320
3309,"2X3G+JQ Knoxville, Tennessee",5,12.16193823,ALDI,36.004068,-84.023253,470930061022,36.0675209,-84.0243320
3310,"33M8+P9 Knoxville, Tennessee",4,13.21304147,ALDI,36.084456,-83.934116,470930061022,36.0675209,-84.0243320
3311,"XXGQ+HH Knoxville, Tennessee",4,18.89927979,Walmart Neighborhood Market,35.976411,-84.0112,470930061022,36.0675209,-84.0243320
3312,"XXGQ+HH Knoxville, Tennessee",4,18.89927979,Walmart Neighborhood Market,35.976411,-84.0112,470930061022,36.0675209,-84.0243320
3313,"WWGP+FW Knoxville, Tennessee",6,22.7695374,Walmart Supercenter,35.926442,-84.062571,470930061022,36.0675209,-84.0243320
3314,"WXC2+HQ Knoxville, Tennessee",4,23.35220697,Target Grocery,35.921766,-84.047911,470930061022,36.0675209,-84.0243320
3315,"WW76+C9 Knoxville, Tennessee",4,25.76216307,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061022,36.0675209,-84.0243320
3316,"WW76+C9 Knoxville, Tennessee",4,25.76216307,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061022,36.0675209,-84.0243320
3317,"W564+JF Knoxville, Tennessee",4,29.63946794,Walmart Grocery Pickup,35.911584,-83.843819,470930061022,36.0675209,-84.0243320
3318,"W564+JF Knoxville, Tennessee",4,29.63946794,Walmart Grocery Pickup,35.911584,-83.843819,470930061022,36.0675209,-84.0243320
3319,"VRXX+X7 Knoxville, Tennessee",8,33.55746674,Target Grocery,35.900407,-84.15168,470930061022,36.0675209,-84.0243320
3320,"VRXX+X7 Knoxville, Tennessee",8,33.55746674,Target Grocery,35.900407,-84.15168,470930061022,36.0675209,-84.0243320
3321,"V69V+HH Seymour, Tennessee",4,36.41751454,Food City,35.868904,-83.75611,470930061022,36.0675209,-84.0243320
3322,"3WJW+J8 Heiskell, Tennessee",4,6.493059714,Heiskell Market & Deli,36.081523,-84.054191,470930061023,36.0501853,-84.0084758
3323,"2X93+55 Powell, Tennessee",21,6.621204145,Food City,36.017901,-84.047098,470930061023,36.0501853,-84.0084758
3324,"2X3G+JQ Knoxville, Tennessee",8,8.27226894,ALDI,36.004068,-84.023253,470930061023,36.0501853,-84.0084758
3325,"33M8+P9 Knoxville, Tennessee",11,11.30666353,ALDI,36.084456,-83.934116,470930061023,36.0501853,-84.0084758
3326,"XWM3+8R Knoxville, Tennessee",5,13.13327529,Ingles Markets,35.98337,-84.095471,470930061023,36.0501853,-84.0084758
3327,"WXMM+6Q Knoxville, Tennessee",4,16.90765706,Whole Foods Market,35.933085,-84.015477,470930061023,36.0501853,-84.0084758
3328,"W2RC+PJ Knoxville, Tennessee",4,18.68126457,The Fresh Market,35.941898,-83.978421,470930061023,36.0501853,-84.0084758
3329,"WWGP+FW Knoxville, Tennessee",4,18.69075372,Walmart Supercenter,35.926442,-84.062571,470930061023,36.0501853,-84.0084758
3330,"W2P6+V5 Knoxville, Tennessee",4,18.94250259,ALDI,35.937089,-83.989496,470930061023,36.0501853,-84.0084758
3331,"WXC2+HQ Knoxville, Tennessee",5,19.27342329,Target Grocery,35.921766,-84.047911,470930061023,36.0501853,-84.0084758
3332,"W2Q8+V4 Knoxville, Tennessee",4,20.04879954,Kroger,35.939652,-83.984638,470930061023,36.0501853,-84.0084758
3333,"W2Q8+V4 Knoxville, Tennessee",4,20.04879954,Kroger,35.939652,-83.984638,470930061023,36.0501853,-84.0084758
3334,"WW76+C9 Knoxville, Tennessee",4,21.68337939,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061023,36.0501853,-84.0084758
3335,"WW76+C9 Knoxville, Tennessee",4,21.68337939,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061023,36.0501853,-84.0084758
3336,"WV6V+M2 Knoxville, Tennessee",4,23.6450118,Copper Cellar Marketplace,35.956155,-83.93433,470930061023,36.0501853,-84.0084758
3337,"VVX2+XW Knoxville, Tennessee",4,26.21087292,Walmart Supercenter,35.899963,-84.147615,470930061023,36.0501853,-84.0084758
3338,"VVX2+XW Knoxville, Tennessee",4,26.21087292,Walmart Supercenter,35.899963,-84.147615,470930061023,36.0501853,-84.0084758
3339,"2P5W+GQ Oak Ridge, Tennessee",4,26.63725737,Walmart Supercenter,36.008913,-84.253074,470930061023,36.0501853,-84.0084758
3340,"VW7C+36 Knoxville, Tennessee",4,27.07703887,Target Grocery,35.862827,-84.079378,470930061023,36.0501853,-84.0084758
3341,"VW7C+36 Knoxville, Tennessee",4,27.07703887,Target Grocery,35.862827,-84.079378,470930061023,36.0501853,-84.0084758
3342,"VRXX+X7 Knoxville, Tennessee",4,29.47868306,Target Grocery,35.900407,-84.15168,470930061023,36.0501853,-84.0084758
3343,"VRXX+X7 Knoxville, Tennessee",4,29.47868306,Target Grocery,35.900407,-84.15168,470930061023,36.0501853,-84.0084758
3344,"RPCP+R5 Lenoir City, Tennessee",4,36.1306518,Walmart Supercenter,35.822019,-84.264578,470930061023,36.0501853,-84.0084758
3345,"2X93+55 Powell, Tennessee",63,5.59390777,Food City,36.017901,-84.047098,470930061031,36.0357440,-84.0428282
3346,"2X5G+FG Knoxville, Tennessee",13,8.487551674,Kroger,36.008756,-84.023602,470930061031,36.0357440,-84.0428282
3347,"2X3G+JQ Knoxville, Tennessee",6,8.64115647,ALDI,36.004068,-84.023253,470930061031,36.0357440,-84.0428282
3348,"XWM3+8R Knoxville, Tennessee",4,11.63949944,Ingles Markets,35.98337,-84.095471,470930061031,36.0357440,-84.0428282
3349,"XXGQ+HH Knoxville, Tennessee",4,13.90932596,Walmart Neighborhood Market,35.976411,-84.0112,470930061031,36.0357440,-84.0428282
3350,"XXGQ+HH Knoxville, Tennessee",4,13.90932596,Walmart Neighborhood Market,35.976411,-84.0112,470930061031,36.0357440,-84.0428282
3351,"33M8+P9 Knoxville, Tennessee",6,16.94231545,ALDI,36.084456,-83.934116,470930061031,36.0357440,-84.0428282
3352,"WWGP+FW Knoxville, Tennessee",4,23.14264316,Walmart Supercenter,35.926442,-84.062571,470930061031,36.0357440,-84.0428282
3353,"24PJ+H8 Knoxville, Tennessee",4,23.70677992,Food City,36.036471,-83.869124,470930061031,36.0357440,-84.0428282
3354,"WXC2+HQ Knoxville, Tennessee",6,24.00318067,Target Grocery,35.921766,-84.047911,470930061031,36.0357440,-84.0428282
3355,"W2RC+PJ Knoxville, Tennessee",4,24.24416775,The Fresh Market,35.941898,-83.978421,470930061031,36.0357440,-84.0428282
3356,"VVX2+XW Knoxville, Tennessee",4,27.58041331,Walmart Supercenter,35.899963,-84.147615,470930061031,36.0357440,-84.0428282
3357,"VVX2+XW Knoxville, Tennessee",4,27.58041331,Walmart Supercenter,35.899963,-84.147615,470930061031,36.0357440,-84.0428282
3358,"VRXX+X7 Knoxville, Tennessee",4,30.84822345,Target Grocery,35.900407,-84.15168,470930061031,36.0357440,-84.0428282
3359,"VRXX+X7 Knoxville, Tennessee",4,30.84822345,Target Grocery,35.900407,-84.15168,470930061031,36.0357440,-84.0428282
3360,"RPCP+R5 Lenoir City, Tennessee",5,41.47323577,Walmart Supercenter,35.822019,-84.264578,470930061031,36.0357440,-84.0428282
3361,"2X93+55 Powell, Tennessee",42,3.470474108,Food City,36.017901,-84.047098,470930061032,36.0271175,-84.0465491
3362,"2X5G+FG Knoxville, Tennessee",4,6.364118012,Kroger,36.008756,-84.023602,470930061032,36.0271175,-84.0465491
3363,"2X3G+JQ Knoxville, Tennessee",6,6.517722808,ALDI,36.004068,-84.023253,470930061032,36.0271175,-84.0465491
3364,"XWM3+8R Knoxville, Tennessee",4,9.516065778,Ingles Markets,35.98337,-84.095471,470930061032,36.0271175,-84.0465491
3365,"WVXP+9V Knoxville, Tennessee",4,16.65851099,Food City,35.948593,-84.112416,470930061032,36.0271175,-84.0465491
3366,"WWGP+FW Knoxville, Tennessee",4,21.0192095,Walmart Supercenter,35.926442,-84.062571,470930061032,36.0271175,-84.0465491
3367,"2P5W+GQ Oak Ridge, Tennessee",5,22.00720052,Walmart Supercenter,36.008913,-84.253074,470930061032,36.0271175,-84.0465491
3368,"W2P6+V5 Knoxville, Tennessee",4,22.1616529,ALDI,35.937089,-83.989496,470930061032,36.0271175,-84.0465491
3369,"WW65+22 Knoxville, Tennessee",4,24.59562304,Gordon Food Service Store,35.910077,-84.092382,470930061032,36.0271175,-84.0465491
3370,"VVX2+XW Knoxville, Tennessee",5,25.45697964,Walmart Supercenter,35.899963,-84.147615,470930061032,36.0271175,-84.0465491
3371,"VVX2+XW Knoxville, Tennessee",5,25.45697964,Walmart Supercenter,35.899963,-84.147615,470930061032,36.0271175,-84.0465491
3372,"VRXX+X7 Knoxville, Tennessee",4,28.72478979,Target Grocery,35.900407,-84.15168,470930061032,36.0271175,-84.0465491
3373,"VRXX+X7 Knoxville, Tennessee",4,28.72478979,Target Grocery,35.900407,-84.15168,470930061032,36.0271175,-84.0465491
3374,"VRFC+WR Knoxville, Tennessee",4,33.11936667,Ingles Markets,35.874661,-84.178427,470930061032,36.0271175,-84.0465491
3375,"2X93+55 Powell, Tennessee",22,3.310083026,Food City,36.017901,-84.047098,470930061033,36.0333871,-84.0579580
3376,"2X5G+FG Knoxville, Tennessee",4,6.20372693,Kroger,36.008756,-84.023602,470930061033,36.0333871,-84.0579580
3377,"2X3G+JQ Knoxville, Tennessee",5,6.357331726,ALDI,36.004068,-84.023253,470930061033,36.0333871,-84.0579580
3378,"XXGQ+HH Knoxville, Tennessee",4,11.62550122,Walmart Neighborhood Market,35.976411,-84.0112,470930061033,36.0333871,-84.0579580
3379,"XXGQ+HH Knoxville, Tennessee",4,11.62550122,Walmart Neighborhood Market,35.976411,-84.0112,470930061033,36.0333871,-84.0579580
3380,"WWGP+FW Knoxville, Tennessee",4,20.85881842,Walmart Supercenter,35.926442,-84.062571,470930061033,36.0333871,-84.0579580
3381,"2X93+55 Powell, Tennessee",45,3.142551227,Food City,36.017901,-84.047098,470930061041,36.0240284,-84.0203091
3382,"2X5G+FG Knoxville, Tennessee",12,4.286720613,Kroger,36.008756,-84.023602,470930061041,36.0240284,-84.0203091
3383,"2X3G+JQ Knoxville, Tennessee",13,4.440325409,ALDI,36.004068,-84.023253,470930061041,36.0240284,-84.0203091
3384,"XXGQ+HH Knoxville, Tennessee",5,9.708494904,Walmart Neighborhood Market,35.976411,-84.0112,470930061041,36.0240284,-84.0203091
3385,"XXGQ+HH Knoxville, Tennessee",5,9.708494904,Walmart Neighborhood Market,35.976411,-84.0112,470930061041,36.0240284,-84.0203091
3386,"23M9+39 Knoxville, Tennessee",4,14.33008057,Kroger,36.032881,-83.931684,470930061041,36.0240284,-84.0203091
3387,"23FC+W9 Knoxville, Tennessee",4,14.94523386,Food City,36.024811,-83.929117,470930061041,36.0240284,-84.0203091
3388,"WXMM+6Q Knoxville, Tennessee",4,17.2302667,Whole Foods Market,35.933085,-84.015477,470930061041,36.0240284,-84.0203091
3389,"WWGP+FW Knoxville, Tennessee",4,18.9418121,Walmart Supercenter,35.926442,-84.062571,470930061041,36.0240284,-84.0203091
3390,"243P+M4 Knoxville, Tennessee",4,19.42612551,Kroger,36.004151,-83.864662,470930061041,36.0240284,-84.0203091
3391,"WXC2+HQ Knoxville, Tennessee",4,19.59603293,Target Grocery,35.921766,-84.047911,470930061041,36.0240284,-84.0203091
3392,"WW76+C9 Knoxville, Tennessee",5,22.00598902,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061041,36.0240284,-84.0203091
3393,"WW76+C9 Knoxville, Tennessee",5,22.00598902,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930061041,36.0240284,-84.0203091
3394,"WW65+22 Knoxville, Tennessee",4,23.3150697,Gordon Food Service Store,35.910077,-84.092382,470930061041,36.0240284,-84.0203091
3395,"VVX2+XW Knoxville, Tennessee",5,25.07881828,Walmart Supercenter,35.899963,-84.147615,470930061041,36.0240284,-84.0203091
3396,"VVX2+XW Knoxville, Tennessee",5,25.07881828,Walmart Supercenter,35.899963,-84.147615,470930061041,36.0240284,-84.0203091
3397,"W564+JF Knoxville, Tennessee",4,25.8832939,Walmart Grocery Pickup,35.911584,-83.843819,470930061041,36.0240284,-84.0203091
3398,"W564+JF Knoxville, Tennessee",4,25.8832939,Walmart Grocery Pickup,35.911584,-83.843819,470930061041,36.0240284,-84.0203091
3399,"VW7C+36 Knoxville, Tennessee",4,27.39964851,Target Grocery,35.862827,-84.079378,470930061041,36.0240284,-84.0203091
3400,"VW7C+36 Knoxville, Tennessee",4,27.39964851,Target Grocery,35.862827,-84.079378,470930061041,36.0240284,-84.0203091
3401,"VRXX+X7 Knoxville, Tennessee",5,28.34662843,Target Grocery,35.900407,-84.15168,470930061041,36.0240284,-84.0203091
3402,"VRXX+X7 Knoxville, Tennessee",5,28.34662843,Target Grocery,35.900407,-84.15168,470930061041,36.0240284,-84.0203091
3403,"VRFC+WR Knoxville, Tennessee",4,30.222826,Ingles Markets,35.874661,-84.178427,470930061041,36.0240284,-84.0203091
3404,"Q2JX+88 Maryville, Tennessee",4,32.20837784,Food City,35.780773,-83.951619,470930061041,36.0240284,-84.0203091
3405,"Q28G+Q8 Alcoa, Tennessee",4,32.40155136,Food City,35.766946,-83.974417,470930061041,36.0240284,-84.0203091
3406,"RPCP+R5 Lenoir City, Tennessee",4,36.45326144,Walmart Supercenter,35.822019,-84.264578,470930061041,36.0240284,-84.0203091
3407,"3WJW+J8 Heiskell, Tennessee",4,5.584227762,Heiskell Market & Deli,36.081523,-84.054191,470930061042,36.0479162,-84.0359906
3408,"2X93+55 Powell, Tennessee",45,6.938689472,Food City,36.017901,-84.047098,470930061042,36.0479162,-84.0359906
3409,"2X5G+FG Knoxville, Tennessee",4,8.436149471,Kroger,36.008756,-84.023602,470930061042,36.0479162,-84.0359906
3410,"2X3G+JQ Knoxville, Tennessee",13,8.589754267,ALDI,36.004068,-84.023253,470930061042,36.0479162,-84.0359906
3411,"223F+WV Knoxville, Tennessee",4,12.68848869,Food City,36.004704,-83.975308,470930061042,36.0479162,-84.0359906
3412,"33M8+P9 Knoxville, Tennessee",4,13.09829429,ALDI,36.084456,-83.934116,470930061042,36.0479162,-84.0359906
3413,"33JG+97 Knoxville, Tennessee",4,14.45515271,Food City,36.080977,-83.924362,470930061042,36.0479162,-84.0359906
3414,"XXJM+8F Knoxville, Tennessee",4,14.65116921,Food City,35.980887,-84.01625,470930061042,36.0479162,-84.0359906
3415,"X3JC+HQ Knoxville, Tennessee",4,15.20008541,Three Rivers Market,35.981385,-83.928022,470930061042,36.0479162,-84.0359906
3416,"XXGQ+HH Knoxville, Tennessee",4,15.21184784,Walmart Neighborhood Market,35.976411,-84.0112,470930061042,36.0479162,-84.0359906
3417,"XXGQ+HH Knoxville, Tennessee",4,15.21184784,Walmart Neighborhood Market,35.976411,-84.0112,470930061042,36.0479162,-84.0359906
3418,"WXMM+6Q Knoxville, Tennessee",4,19.30457138,Whole Foods Market,35.933085,-84.015477,470930061042,36.0479162,-84.0359906
3419,"WXMX+JJ Knoxville, Tennessee",4,19.99173876,Food City,35.934116,-84.000896,470930061042,36.0479162,-84.0359906
3420,"WWGP+FW Knoxville, Tennessee",5,21.08766804,Walmart Supercenter,35.926442,-84.062571,470930061042,36.0479162,-84.0359906
3421,"WXC2+HQ Knoxville, Tennessee",5,21.67033761,Target Grocery,35.921766,-84.047911,470930061042,36.0479162,-84.0359906
3422,"W2Q8+V4 Knoxville, Tennessee",4,22.44571386,Kroger,35.939652,-83.984638,470930061042,36.0479162,-84.0359906
3423,"W2Q8+V4 Knoxville, Tennessee",4,22.44571386,Kroger,35.939652,-83.984638,470930061042,36.0479162,-84.0359906
3424,"2P5W+GQ Oak Ridge, Tennessee",4,23.14341123,Walmart Supercenter,36.008913,-84.253074,470930061042,36.0479162,-84.0359906
3425,"VVX2+XW Knoxville, Tennessee",5,28.60778724,Walmart Supercenter,35.899963,-84.147615,470930061042,36.0479162,-84.0359906
3426,"VVX2+XW Knoxville, Tennessee",5,28.60778724,Walmart Supercenter,35.899963,-84.147615,470930061042,36.0479162,-84.0359906
3427,"VW7C+36 Knoxville, Tennessee",5,29.47395319,Target Grocery,35.862827,-84.079378,470930061042,36.0479162,-84.0359906
3428,"VW7C+36 Knoxville, Tennessee",5,29.47395319,Target Grocery,35.862827,-84.079378,470930061042,36.0479162,-84.0359906
3429,"VRXX+X7 Knoxville, Tennessee",8,31.87559738,Target Grocery,35.900407,-84.15168,470930061042,36.0479162,-84.0359906
3430,"VRXX+X7 Knoxville, Tennessee",8,31.87559738,Target Grocery,35.900407,-84.15168,470930061042,36.0479162,-84.0359906
3431,"RP6P+MW Lenoir City, Tennessee",4,38.88474136,ALDI,35.81168,-84.26262,470930061042,36.0479162,-84.0359906
3432,"33JG+97 Knoxville, Tennessee",4,4.950210766,Food City,36.080977,-83.924362,470930062021,36.1016284,-83.9145057
3433,"33M8+P9 Knoxville, Tennessee",18,5.027973753,ALDI,36.084456,-83.934116,470930062021,36.1016284,-83.9145057
3434,"23M9+39 Knoxville, Tennessee",5,10.70902348,Kroger,36.032881,-83.931684,470930062021,36.1016284,-83.9145057
3435,"23FC+W9 Knoxville, Tennessee",9,13.23188316,Food City,36.024811,-83.929117,470930062021,36.1016284,-83.9145057
3436,"X3VH+69 Knoxville, Tennessee",4,17.85377633,Kroger,35.992802,-83.921691,470930062021,36.1016284,-83.9145057
3437,"2X3G+JQ Knoxville, Tennessee",4,19.66926537,ALDI,36.004068,-84.023253,470930062021,36.1016284,-83.9145057
3438,"7634+6M Maynardville, Tennessee",4,20.10140032,Food City,36.253005,-83.793257,470930062021,36.1016284,-83.9145057
3439,"WXMM+6Q Knoxville, Tennessee",4,24.22583424,Whole Foods Market,35.933085,-84.015477,470930062021,36.1016284,-83.9145057
3440,"W3X6+X5 Knoxville, Tennessee",4,24.55849967,Publix Super Market at University Commons,35.950105,-83.939675,470930062021,36.1016284,-83.9145057
3441,"WWGP+FW Knoxville, Tennessee",7,26.0089309,Walmart Supercenter,35.926442,-84.062571,470930062021,36.1016284,-83.9145057
3442,"WXC2+HQ Knoxville, Tennessee",4,26.59160047,Target Grocery,35.921766,-84.047911,470930062021,36.1016284,-83.9145057
3443,"VVX2+XW Knoxville, Tennessee",4,33.5290501,Walmart Supercenter,35.899963,-84.147615,470930062021,36.1016284,-83.9145057
3444,"VVX2+XW Knoxville, Tennessee",4,33.5290501,Walmart Supercenter,35.899963,-84.147615,470930062021,36.1016284,-83.9145057
3445,"2P5W+GQ Oak Ridge, Tennessee",4,43.67822167,Walmart Supercenter,36.008913,-84.253074,470930062021,36.1016284,-83.9145057
3446,"33M8+P9 Knoxville, Tennessee",25,3.463422753,ALDI,36.084456,-83.934116,470930062022,36.1022904,-83.9371321
3447,"33JG+97 Knoxville, Tennessee",5,4.07746165,Food City,36.080977,-83.924362,470930062022,36.1022904,-83.9371321
3448,"23M9+39 Knoxville, Tennessee",11,9.836274361,Kroger,36.032881,-83.931684,470930062022,36.1022904,-83.9371321
3449,"23FC+W9 Knoxville, Tennessee",5,12.35913405,Food City,36.024811,-83.929117,470930062022,36.1022904,-83.9371321
3450,"238H+38 Knoxville, Tennessee",4,14.07207994,The Village Mercantile,36.015134,-83.921655,470930062022,36.1022904,-83.9371321
3451,"2X5G+FG Knoxville, Tennessee",4,17.65227227,Kroger,36.008756,-84.023602,470930062022,36.1022904,-83.9371321
3452,"24MJ+RQ Knoxville, Tennessee",4,18.08122785,ALDI,36.034539,-83.868061,470930062022,36.1022904,-83.9371321
3453,"2X3G+JQ Knoxville, Tennessee",4,18.10471437,ALDI,36.004068,-84.023253,470930062022,36.1022904,-83.9371321
3454,"24PJ+H8 Knoxville, Tennessee",4,18.93670404,Food City,36.036471,-83.869124,470930062022,36.1022904,-83.9371321
3455,"7634+6M Maynardville, Tennessee",4,21.50419751,Food City,36.253005,-83.793257,470930062022,36.1022904,-83.9371321
3456,"WXMM+6Q Knoxville, Tennessee",6,23.35308512,Whole Foods Market,35.933085,-84.015477,470930062022,36.1022904,-83.9371321
3457,"WWGP+FW Knoxville, Tennessee",7,25.13618178,Walmart Supercenter,35.926442,-84.062571,470930062022,36.1022904,-83.9371321
3458,"WXC2+HQ Knoxville, Tennessee",10,25.71885135,Target Grocery,35.921766,-84.047911,470930062022,36.1022904,-83.9371321
3459,"WXF9+C4 Knoxville, Tennessee",4,26.23401761,Food City,35.92361,-84.032175,470930062022,36.1022904,-83.9371321
3460,"WV6V+M2 Knoxville, Tennessee",4,30.09043986,Copper Cellar Marketplace,35.956155,-83.93433,470930062022,36.1022904,-83.9371321
3461,"W564+JF Knoxville, Tennessee",4,32.37418718,Walmart Grocery Pickup,35.911584,-83.843819,470930062022,36.1022904,-83.9371321
3462,"W564+JF Knoxville, Tennessee",4,32.37418718,Walmart Grocery Pickup,35.911584,-83.843819,470930062022,36.1022904,-83.9371321
3463,"VRXX+X7 Knoxville, Tennessee",4,35.92411113,Target Grocery,35.900407,-84.15168,470930062022,36.1022904,-83.9371321
3464,"VRXX+X7 Knoxville, Tennessee",4,35.92411113,Target Grocery,35.900407,-84.15168,470930062022,36.1022904,-83.9371321
3465,"33JG+97 Knoxville, Tennessee",4,4.509360268,Food City,36.080977,-83.924362,470930062031,36.0857012,-83.9128757
3466,"33M8+P9 Knoxville, Tennessee",19,4.587123255,ALDI,36.084456,-83.934116,470930062031,36.0857012,-83.9128757
3467,"23M9+39 Knoxville, Tennessee",6,10.26817298,Kroger,36.032881,-83.931684,470930062031,36.0857012,-83.9128757
3468,"23FC+W9 Knoxville, Tennessee",4,12.79103266,Food City,36.024811,-83.929117,470930062031,36.0857012,-83.9128757
3469,"XXGQ+HH Knoxville, Tennessee",4,21.69782279,Walmart Neighborhood Market,35.976411,-84.0112,470930062031,36.0857012,-83.9128757
3470,"XXGQ+HH Knoxville, Tennessee",4,21.69782279,Walmart Neighborhood Market,35.976411,-84.0112,470930062031,36.0857012,-83.9128757
3471,"XXJM+8F Knoxville, Tennessee",4,22.09667197,Food City,35.980887,-84.01625,470930062031,36.0857012,-83.9128757
3472,"WXC2+HQ Knoxville, Tennessee",6,26.15074997,Target Grocery,35.921766,-84.047911,470930062031,36.0857012,-83.9128757
3473,"WV6V+M2 Knoxville, Tennessee",4,30.52233848,Copper Cellar Marketplace,35.956155,-83.93433,470930062031,36.0857012,-83.9128757
3474,"W564+JF Knoxville, Tennessee",6,32.8060858,Walmart Grocery Pickup,35.911584,-83.843819,470930062031,36.0857012,-83.9128757
3475,"W564+JF Knoxville, Tennessee",6,32.8060858,Walmart Grocery Pickup,35.911584,-83.843819,470930062031,36.0857012,-83.9128757
3476,"VVX2+XW Knoxville, Tennessee",4,33.0881996,Walmart Supercenter,35.899963,-84.147615,470930062031,36.0857012,-83.9128757
3477,"VVX2+XW Knoxville, Tennessee",4,33.0881996,Walmart Supercenter,35.899963,-84.147615,470930062031,36.0857012,-83.9128757
3478,"P2R4+G7 Maryville, Tennessee",4,41.45415074,Kroger Marketplace,35.741258,-83.994402,470930062031,36.0857012,-83.9128757
3479,"VCHG+Q5 Sevierville, Tennessee",4,42.38255837,Kroger,35.879169,-83.575479,470930062031,36.0857012,-83.9128757
3480,"2Q82+QV Oak Ridge, Tennessee",4,42.79548595,Food City,36.017084,-84.247569,470930062031,36.0857012,-83.9128757
3481,"2Q82+QV Oak Ridge, Tennessee",4,42.79548595,Food City,36.017084,-84.247569,470930062031,36.0857012,-83.9128757
